Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
27.11.2015 16:00;27.11.2015 17:00;83.329,00;14.188,75;2.521,50;11.576,50;90,75;69.140,25
27.11.2015 17:00;27.11.2015 18:00;86.668,00;15.144,50;2.525,50;12.610,25;8,75;71.523,50
27.11.2015 18:00;27.11.2015 19:00;85.845,00;16.173,50;2.527,50;13.638,00;8,00;69.671,50
27.11.2015 19:00;27.11.2015 20:00;84.306,00;17.147,25;2.532,50;14.614,75;0,00;67.158,75
27.11.2015 20:00;27.11.2015 21:00;80.488,00;17.867,75;2.543,75;15.324,00;0,00;62.620,25
27.11.2015 21:00;27.11.2015 22:00;77.151,00;18.414,25;2.525,75;15.888,50;0,00;58.736,75
27.11.2015 22:00;27.11.2015 23:00;74.890,00;18.869,00;2.505,25;16.363,75;0,00;56.021,00
27.11.2015 23:00;28.11.2015 00:00;71.388,00;19.262,25;2.507,25;16.755,00;0,00;52.125,75
28.11.2015 00:00;28.11.2015 01:00;69.481,00;19.113,50;2.499,25;16.614,25;0,00;50.367,50
28.11.2015 01:00;28.11.2015 02:00;68.060,00;19.752,50;2.502,50;17.250,00;0,00;48.307,50
28.11.2015 02:00;28.11.2015 03:00;67.042,00;20.157,75;2.508,00;17.649,75;0,00;46.884,25
28.11.2015 03:00;28.11.2015 04:00;66.621,00;20.282,00;2.514,50;17.767,50;0,00;46.339,00
28.11.2015 04:00;28.11.2015 05:00;66.516,00;19.711,25;2.547,25;17.164,00;0,00;46.804,75
28.11.2015 05:00;28.11.2015 06:00;66.656,00;19.013,75;2.571,75;16.442,00;0,00;47.642,25
28.11.2015 06:00;28.11.2015 07:00;67.300,00;18.927,00;2.579,25;16.347,75;0,00;48.373,00
28.11.2015 07:00;28.11.2015 08:00;69.488,00;18.890,00;2.602,00;16.266,00;22,00;50.598,00
28.11.2015 08:00;28.11.2015 09:00;73.028,00;18.673,50;2.595,25;15.648,00;430,25;54.354,50
28.11.2015 09:00;28.11.2015 10:00;76.920,00;19.279,00;2.564,25;15.248,75;1.466,00;57.641,00
28.11.2015 10:00;28.11.2015 11:00;77.755,00;20.245,25;2.518,50;14.989,00;2.737,75;57.509,75
28.11.2015 11:00;28.11.2015 12:00;79.647,00;21.352,25;2.501,25;15.045,25;3.805,75;58.294,75
28.11.2015 12:00;28.11.2015 13:00;80.012,00;21.712,25;2.456,25;15.244,50;4.011,50;58.299,75
28.11.2015 13:00;28.11.2015 14:00;78.766,00;21.367,75;2.425,75;15.446,25;3.495,75;57.398,25
28.11.2015 14:00;28.11.2015 15:00;77.021,00;20.316,50;2.430,75;15.502,75;2.383,00;56.704,50
28.11.2015 15:00;28.11.2015 16:00;74.324,00;19.100,75;2.462,75;15.690,25;947,75;55.223,25
28.11.2015 16:00;28.11.2015 17:00;75.329,00;19.130,25;2.504,00;16.564,00;62,25;56.198,75
28.11.2015 17:00;28.11.2015 18:00;78.759,00;20.413,00;2.496,50;17.908,50;8,00;58.346,00
28.11.2015 18:00;28.11.2015 19:00;79.708,00;22.118,25;2.468,50;19.641,75;8,00;57.589,75
28.11.2015 19:00;28.11.2015 20:00;79.036,00;23.742,25;2.429,00;21.313,25;0,00;55.293,75
28.11.2015 20:00;28.11.2015 21:00;75.269,00;25.245,75;2.439,50;22.806,25;0,00;50.023,25
28.11.2015 21:00;28.11.2015 22:00;74.628,00;26.793,75;2.437,75;24.356,00;0,00;47.834,25
28.11.2015 22:00;28.11.2015 23:00;74.662,00;28.327,00;2.424,00;25.903,00;0,00;46.335,00
28.11.2015 23:00;29.11.2015 00:00;71.651,00;29.997,50;2.453,50;27.544,00;0,00;41.653,50
29.11.2015 00:00;29.11.2015 01:00;69.777,00;31.941,00;2.454,50;29.486,50;0,00;37.836,00
29.11.2015 01:00;29.11.2015 02:00;66.973,00;32.963,25;2.463,00;30.500,25;0,00;34.009,75
29.11.2015 02:00;29.11.2015 03:00;66.421,00;33.331,00;2.482,25;30.848,75;0,00;33.090,00
29.11.2015 03:00;29.11.2015 04:00;66.379,00;33.320,25;2.484,50;30.835,75;0,00;33.058,75
29.11.2015 04:00;29.11.2015 05:00;65.837,00;33.135,25;2.500,00;30.635,25;0,00;32.701,75
29.11.2015 05:00;29.11.2015 06:00;66.435,00;32.844,50;2.507,00;30.337,50;0,00;33.590,50
29.11.2015 06:00;29.11.2015 07:00;66.441,00;32.479,75;2.510,25;29.969,50;0,00;33.961,25
29.11.2015 07:00;29.11.2015 08:00;68.715,00;32.122,75;2.512,00;29.595,50;15,25;36.592,25
29.11.2015 08:00;29.11.2015 09:00;71.502,00;32.036,50;2.504,00;29.283,75;248,75;39.465,50
29.11.2015 09:00;29.11.2015 10:00;74.833,00;32.436,00;2.505,25;29.039,00;891,75;42.397,00
29.11.2015 10:00;29.11.2015 11:00;77.865,00;33.082,75;2.515,25;28.952,25;1.615,25;44.782,25
29.11.2015 11:00;29.11.2015 12:00;80.833,00;33.584,25;2.494,50;28.992,50;2.097,25;47.248,75
29.11.2015 12:00;29.11.2015 13:00;79.995,00;33.563,00;2.498,25;28.970,75;2.094,00;46.432,00
29.11.2015 13:00;29.11.2015 14:00;78.751,00;33.039,50;2.483,25;28.918,00;1.638,25;45.711,50
29.11.2015 14:00;29.11.2015 15:00;76.817,00;32.369,00;2.413,25;29.013,75;942,00;44.448,00
29.11.2015 15:00;29.11.2015 16:00;75.868,00;32.261,25;2.320,00;29.617,25;324,00;43.606,75
29.11.2015 16:00;29.11.2015 17:00;78.067,00;32.899,50;2.081,75;30.788,50;29,25;45.167,50
29.11.2015 17:00;29.11.2015 18:00;82.345,00;33.898,00;1.546,50;32.343,50;8,00;48.447,00
29.11.2015 18:00;29.11.2015 19:00;83.401,00;34.275,50;1.018,25;33.249,25;8,00;49.125,50
29.11.2015 19:00;29.11.2015 20:00;82.994,00;34.606,75;851,25;33.755,50;0,00;48.387,25
29.11.2015 20:00;29.11.2015 21:00;80.436,00;35.566,50;957,25;34.609,25;0,00;44.869,50
29.11.2015 21:00;29.11.2015 22:00;78.656,00;36.157,00;1.162,25;34.994,75;0,00;42.499,00
29.11.2015 22:00;29.11.2015 23:00;78.216,00;36.473,25;1.328,25;35.145,00;0,00;41.742,75
29.11.2015 23:00;30.11.2015 00:00;75.928,00;36.828,75;1.839,25;34.989,50;0,00;39.099,25
30.11.2015 00:00;30.11.2015 01:00;73.304,00;36.757,25;1.941,75;34.815,50;0,00;36.546,75
30.11.2015 01:00;30.11.2015 02:00;71.465,00;36.590,25;1.951,50;34.638,75;0,00;34.874,75
30.11.2015 02:00;30.11.2015 03:00;69.799,00;36.206,00;1.984,50;34.221,50;0,00;33.593,00
30.11.2015 03:00;30.11.2015 04:00;69.700,00;35.613,00;2.097,25;33.515,75;0,00;34.087,00
30.11.2015 04:00;30.11.2015 05:00;72.356,00;35.262,75;2.129,00;33.133,75;0,00;37.093,25
30.11.2015 05:00;30.11.2015 06:00;75.781,00;34.963,75;2.197,25;32.766,50;0,00;40.817,25
30.11.2015 06:00;30.11.2015 07:00;82.718,00;34.510,75;2.268,00;32.242,75;0,00;48.207,25
30.11.2015 07:00;30.11.2015 08:00;87.989,00;34.014,75;2.302,75;31.697,50;14,50;53.974,25
30.11.2015 08:00;30.11.2015 09:00;91.260,00;33.948,75;2.313,50;31.229,25;406,00;57.311,25
30.11.2015 09:00;30.11.2015 10:00;93.059,00;34.904,50;2.362,25;30.979,75;1.562,50;58.154,50
30.11.2015 10:00;30.11.2015 11:00;94.260,00;35.567,75;2.441,00;30.544,25;2.582,50;58.692,25
30.11.2015 11:00;30.11.2015 12:00;94.681,00;35.056,75;2.461,25;29.686,50;2.909,00;59.624,25
30.11.2015 12:00;30.11.2015 13:00;93.280,00;33.568,00;2.483,75;28.471,50;2.612,75;59.712,00
30.11.2015 13:00;30.11.2015 14:00;92.135,00;31.621,00;2.549,00;27.124,50;1.947,50;60.514,00
30.11.2015 14:00;30.11.2015 15:00;89.307,00;29.071,25;2.587,50;25.345,25;1.138,50;60.235,75
30.11.2015 15:00;30.11.2015 16:00;88.111,00;26.307,50;2.420,25;23.531,50;355,75;61.803,50
30.11.2015 16:00;30.11.2015 17:00;89.140,00;24.270,25;2.153,25;22.087,75;29,25;64.869,75
30.11.2015 17:00;30.11.2015 18:00;91.761,00;22.682,50;1.671,00;21.003,50;8,00;69.078,50
30.11.2015 18:00;30.11.2015 19:00;90.628,00;21.834,50;1.238,75;20.587,75;8,00;68.793,50
30.11.2015 19:00;30.11.2015 20:00;90.018,00;21.826,00;1.114,00;20.712,00;0,00;68.192,00
30.11.2015 20:00;30.11.2015 21:00;85.869,00;22.692,50;1.365,75;21.326,75;0,00;63.176,50
30.11.2015 21:00;30.11.2015 22:00;82.367,00;23.894,75;1.771,00;22.123,75;0,00;58.472,25
30.11.2015 22:00;30.11.2015 23:00;78.653,00;24.833,00;2.165,25;22.667,75;0,00;53.820,00
30.11.2015 23:00;01.12.2015 00:00;77.197,00;25.340,75;2.243,00;23.097,75;0,00;51.856,25
01.12.2015 00:00;01.12.2015 01:00;73.141,00;25.188,25;2.399,00;22.789,25;0,00;47.952,75
01.12.2015 01:00;01.12.2015 02:00;72.836,00;26.486,75;2.499,75;23.987,00;0,00;46.349,25
01.12.2015 02:00;01.12.2015 03:00;71.677,00;26.626,25;2.536,50;24.089,75;0,00;45.050,75
01.12.2015 03:00;01.12.2015 04:00;71.559,00;26.346,25;2.536,50;23.809,75;0,00;45.212,75
01.12.2015 04:00;01.12.2015 05:00;72.434,00;25.546,75;2.572,00;22.974,75;0,00;46.887,25
01.12.2015 05:00;01.12.2015 06:00;74.556,00;24.326,75;2.533,75;21.793,00;0,00;50.229,25
01.12.2015 06:00;01.12.2015 07:00;81.390,00;22.922,75;2.474,25;20.448,50;0,00;58.467,25
01.12.2015 07:00;01.12.2015 08:00;89.557,00;21.556,50;2.354,50;19.190,50;11,50;68.000,50
01.12.2015 08:00;01.12.2015 09:00;93.973,00;20.693,25;2.155,00;18.219,00;319,25;73.279,75
01.12.2015 09:00;01.12.2015 10:00;93.865,00;20.375,00;1.935,25;17.233,50;1.206,25;73.490,00
01.12.2015 10:00;01.12.2015 11:00;94.006,00;20.025,75;1.725,00;16.222,25;2.078,50;73.980,25
01.12.2015 11:00;01.12.2015 12:00;94.221,00;19.383,25;1.592,50;15.315,50;2.475,25;74.837,75
01.12.2015 12:00;01.12.2015 13:00;92.661,00;18.248,50;1.571,75;14.323,75;2.353,00;74.412,50
01.12.2015 13:00;01.12.2015 14:00;91.451,00;16.566,25;1.403,50;13.346,50;1.816,25;74.884,75
01.12.2015 14:00;01.12.2015 15:00;89.060,00;14.610,00;1.230,25;12.306,00;1.073,75;74.450,00
01.12.2015 15:00;01.12.2015 16:00;87.944,00;12.806,00;1.162,75;11.296,75;346,50;75.138,00
01.12.2015 16:00;01.12.2015 17:00;88.775,00;11.467,75;999,00;10.440,00;28,75;77.307,25
01.12.2015 17:00;01.12.2015 18:00;89.868,00;11.089,50;917,25;10.164,25;8,00;78.778,50
01.12.2015 18:00;01.12.2015 19:00;89.396,00;11.136,50;911,25;10.217,25;8,00;78.259,50
01.12.2015 19:00;01.12.2015 20:00;87.701,00;11.401,25;1.013,00;10.388,25;0,00;76.299,75
01.12.2015 20:00;01.12.2015 21:00;84.434,00;12.489,25;1.311,75;11.177,50;0,00;71.944,75
01.12.2015 21:00;01.12.2015 22:00;80.348,00;13.874,00;1.647,25;12.226,75;0,00;66.474,00
01.12.2015 22:00;01.12.2015 23:00;76.997,00;15.070,50;1.885,50;13.185,00;0,00;61.926,50
01.12.2015 23:00;02.12.2015 00:00;71.037,00;16.448,00;2.014,25;14.433,75;0,00;54.589,00
02.12.2015 00:00;02.12.2015 01:00;66.120,00;17.018,75;2.218,25;14.800,50;0,00;49.101,25
02.12.2015 01:00;02.12.2015 02:00;64.369,00;16.573,25;2.308,00;14.265,25;0,00;47.795,75
02.12.2015 02:00;02.12.2015 03:00;63.815,00;17.240,00;2.307,50;14.932,50;0,00;46.575,00
02.12.2015 03:00;02.12.2015 04:00;64.854,00;17.844,75;2.306,75;15.538,00;0,00;47.009,25
02.12.2015 04:00;02.12.2015 05:00;65.528,00;18.109,50;2.313,00;15.796,50;0,00;47.418,50
02.12.2015 05:00;02.12.2015 06:00;69.029,00;18.139,50;2.320,25;15.819,25;0,00;50.889,50
02.12.2015 06:00;02.12.2015 07:00;78.488,00;18.231,75;2.334,50;15.897,25;0,00;60.256,25
02.12.2015 07:00;02.12.2015 08:00;85.363,00;18.146,50;2.357,50;15.772,50;16,50;67.216,50
02.12.2015 08:00;02.12.2015 09:00;89.355,00;18.135,00;2.384,00;15.374,25;376,75;71.220,00
02.12.2015 09:00;02.12.2015 10:00;89.825,00;18.951,25;2.424,50;14.972,75;1.554,00;70.873,75
02.12.2015 10:00;02.12.2015 11:00;90.669,00;20.128,50;2.463,50;14.544,00;3.121,00;70.540,50
02.12.2015 11:00;02.12.2015 12:00;92.027,00;20.942,00;2.491,00;14.023,00;4.428,00;71.085,00
02.12.2015 12:00;02.12.2015 13:00;91.255,00;20.953,25;2.513,25;13.536,75;4.903,25;70.301,75
02.12.2015 13:00;02.12.2015 14:00;91.565,00;19.979,25;2.491,50;13.124,00;4.363,75;71.585,75
02.12.2015 14:00;02.12.2015 15:00;87.854,00;18.045,00;2.483,50;12.618,75;2.942,75;69.809,00
02.12.2015 15:00;02.12.2015 16:00;86.169,00;15.938,25;2.503,25;12.297,00;1.138,00;70.230,75
02.12.2015 16:00;02.12.2015 17:00;87.141,00;14.765,75;2.522,75;12.161,50;81,50;72.375,25
02.12.2015 17:00;02.12.2015 18:00;88.842,00;14.822,50;2.539,50;12.275,00;8,00;74.019,50
02.12.2015 18:00;02.12.2015 19:00;86.961,00;15.000,25;2.553,25;12.439,00;8,00;71.960,75
02.12.2015 19:00;02.12.2015 20:00;85.956,00;14.989,75;2.561,00;12.428,75;0,00;70.966,25
02.12.2015 20:00;02.12.2015 21:00;81.645,00;14.841,00;2.562,00;12.279,00;0,00;66.804,00
02.12.2015 21:00;02.12.2015 22:00;77.387,00;14.660,00;2.560,00;12.100,00;0,00;62.727,00
02.12.2015 22:00;02.12.2015 23:00;73.806,00;14.440,00;2.550,50;11.889,50;0,00;59.366,00
02.12.2015 23:00;03.12.2015 00:00;68.542,00;14.220,00;2.507,75;11.712,25;0,00;54.322,00
03.12.2015 00:00;03.12.2015 01:00;49.129,00;14.233,50;2.475,50;11.758,00;0,00;34.895,50
03.12.2015 01:00;03.12.2015 02:00;47.252,00;13.910,00;2.435,50;11.474,50;0,00;33.342,00
03.12.2015 02:00;03.12.2015 03:00;46.258,00;13.351,25;2.360,00;10.991,25;0,00;32.906,75
03.12.2015 03:00;03.12.2015 04:00;46.058,00;12.797,75;2.269,25;10.528,50;0,00;33.260,25
03.12.2015 04:00;03.12.2015 05:00;46.779,00;12.294,75;2.190,50;10.104,25;0,00;34.484,25
03.12.2015 05:00;03.12.2015 06:00;50.585,00;12.022,00;2.192,50;9.829,50;0,00;38.563,00
03.12.2015 06:00;03.12.2015 07:00;54.529,00;11.812,00;2.112,75;9.699,25;0,00;42.717,00
03.12.2015 07:00;03.12.2015 08:00;59.367,00;11.843,50;2.091,00;9.735,25;17,25;47.523,50
03.12.2015 08:00;03.12.2015 09:00;61.624,00;12.425,25;2.149,00;9.818,00;458,25;49.198,75
03.12.2015 09:00;03.12.2015 10:00;63.619,00;14.095,75;2.229,00;9.746,00;2.120,75;49.523,25
03.12.2015 10:00;03.12.2015 11:00;64.512,00;16.009,75;2.255,25;9.347,50;4.407,00;48.502,25
03.12.2015 11:00;03.12.2015 12:00;65.553,00;17.337,50;2.351,75;8.749,00;6.236,75;48.215,50
03.12.2015 12:00;03.12.2015 13:00;64.949,00;17.233,75;2.409,00;8.154,50;6.670,25;47.715,25
03.12.2015 13:00;03.12.2015 14:00;63.090,00;16.267,50;2.432,50;8.031,75;5.803,25;46.822,50
03.12.2015 14:00;03.12.2015 15:00;60.451,00;14.488,00;2.425,25;8.253,00;3.809,75;45.963,00
03.12.2015 15:00;03.12.2015 16:00;58.250,00;12.360,50;2.327,75;8.654,00;1.378,75;45.889,50
03.12.2015 16:00;03.12.2015 17:00;58.449,00;11.612,50;2.317,75;9.205,50;89,25;46.836,50
03.12.2015 17:00;03.12.2015 18:00;60.684,00;12.059,25;2.356,75;9.694,50;8,00;48.624,75
03.12.2015 18:00;03.12.2015 19:00;60.674,00;12.739,50;2.406,50;10.325,00;8,00;47.934,50
03.12.2015 19:00;03.12.2015 20:00;59.326,00;13.272,50;2.423,75;10.848,75;0,00;46.053,50
03.12.2015 20:00;03.12.2015 21:00;57.102,00;13.656,00;2.435,00;11.221,00;0,00;43.446,00
03.12.2015 21:00;03.12.2015 22:00;55.543,00;14.047,50;2.433,00;11.614,50;0,00;41.495,50
03.12.2015 22:00;03.12.2015 23:00;55.385,00;14.633,75;2.415,00;12.218,75;0,00;40.751,25
03.12.2015 23:00;04.12.2015 00:00;52.282,00;15.168,75;2.331,25;12.837,50;0,00;37.113,25
04.12.2015 00:00;04.12.2015 01:00;70.701,00;17.226,25;2.343,75;14.882,50;0,00;53.474,75
04.12.2015 01:00;04.12.2015 02:00;69.354,00;19.253,75;2.352,25;16.901,50;0,00;50.100,25
04.12.2015 02:00;04.12.2015 03:00;70.028,00;21.066,75;2.361,25;18.705,50;0,00;48.961,25
04.12.2015 03:00;04.12.2015 04:00;70.495,00;22.985,00;2.368,25;20.616,75;0,00;47.510,00
04.12.2015 04:00;04.12.2015 05:00;73.505,00;25.045,50;2.381,50;22.664,00;0,00;48.459,50
04.12.2015 05:00;04.12.2015 06:00;77.832,00;26.963,25;2.375,50;24.587,75;0,00;50.868,75
04.12.2015 06:00;04.12.2015 07:00;85.497,00;28.366,50;2.378,50;25.988,00;0,00;57.130,50
04.12.2015 07:00;04.12.2015 08:00;91.510,00;28.940,75;2.389,00;26.531,25;20,50;62.569,25
04.12.2015 08:00;04.12.2015 09:00;95.118,00;28.785,25;2.399,00;25.875,75;510,50;66.332,75
04.12.2015 09:00;04.12.2015 10:00;95.899,00;29.060,00;2.427,00;24.677,50;1.955,50;66.839,00
04.12.2015 10:00;04.12.2015 11:00;96.314,00;29.143,75;2.406,50;23.350,25;3.387,00;67.170,25
04.12.2015 11:00;04.12.2015 12:00;95.908,00;28.526,25;2.404,25;21.966,75;4.155,25;67.381,75
04.12.2015 12:00;04.12.2015 13:00;94.104,00;27.311,00;2.512,50;20.712,00;4.086,50;66.793,00
04.12.2015 13:00;04.12.2015 14:00;91.674,00;25.349,00;2.532,00;19.671,50;3.145,50;66.325,00
04.12.2015 14:00;04.12.2015 15:00;88.899,00;23.073,75;2.548,50;18.679,25;1.846,00;65.825,25
04.12.2015 15:00;04.12.2015 16:00;86.486,00;21.035,00;2.537,50;17.850,00;647,50;65.451,00
04.12.2015 16:00;04.12.2015 17:00;86.694,00;19.896,00;2.538,00;17.313,50;44,50;66.798,00
04.12.2015 17:00;04.12.2015 18:00;89.080,00;19.458,25;2.530,75;16.919,50;8,00;69.621,75
04.12.2015 18:00;04.12.2015 19:00;88.425,00;19.379,50;2.525,00;16.846,50;8,00;69.045,50
04.12.2015 19:00;04.12.2015 20:00;87.030,00;19.448,75;2.504,50;16.944,25;0,00;67.581,25
04.12.2015 20:00;04.12.2015 21:00;83.242,00;19.784,75;2.476,50;17.308,25;0,00;63.457,25
04.12.2015 21:00;04.12.2015 22:00;79.539,00;20.323,00;2.448,25;17.874,75;0,00;59.216,00
04.12.2015 22:00;04.12.2015 23:00;76.547,00;20.771,50;2.419,75;18.351,75;0,00;55.775,50
04.12.2015 23:00;05.12.2015 00:00;71.239,00;21.183,00;2.411,25;18.771,75;0,00;50.056,00
05.12.2015 00:00;05.12.2015 01:00;67.232,00;22.944,75;2.412,75;20.532,00;0,00;44.287,25
05.12.2015 01:00;05.12.2015 02:00;64.490,00;24.243,25;2.402,75;21.840,50;0,00;40.246,75
05.12.2015 02:00;05.12.2015 03:00;63.971,00;24.527,75;2.384,50;22.143,25;0,00;39.443,25
05.12.2015 03:00;05.12.2015 04:00;64.199,00;24.749,25;2.361,25;22.388,00;0,00;39.449,75
05.12.2015 04:00;05.12.2015 05:00;64.487,00;24.994,50;2.354,50;22.640,00;0,00;39.492,50
05.12.2015 05:00;05.12.2015 06:00;64.843,00;25.138,75;2.330,00;22.808,75;0,00;39.704,25
05.12.2015 06:00;05.12.2015 07:00;65.447,00;25.342,50;2.309,25;23.033,25;0,00;40.104,50
05.12.2015 07:00;05.12.2015 08:00;69.567,00;25.693,00;2.282,00;23.393,00;18,00;43.874,00
05.12.2015 08:00;05.12.2015 09:00;73.682,00;26.591,00;2.259,25;23.810,00;521,75;47.091,00
05.12.2015 09:00;05.12.2015 10:00;78.368,00;28.785,00;2.227,00;24.329,25;2.228,75;49.583,00
05.12.2015 10:00;05.12.2015 11:00;80.702,00;31.205,50;2.187,75;24.731,25;4.286,50;49.496,50
05.12.2015 11:00;05.12.2015 12:00;82.375,00;32.964,50;2.142,00;25.110,50;5.712,00;49.410,50
05.12.2015 12:00;05.12.2015 13:00;82.870,00;33.314,75;2.104,75;25.280,75;5.929,25;49.555,25
05.12.2015 13:00;05.12.2015 14:00;81.198,00;32.522,00;2.096,50;25.350,50;5.075,00;48.676,00
05.12.2015 14:00;05.12.2015 15:00;77.917,00;30.933,25;2.115,50;25.560,75;3.257,00;46.983,75
05.12.2015 15:00;05.12.2015 16:00;76.379,00;29.068,25;2.144,75;25.803,75;1.119,75;47.310,75
05.12.2015 16:00;05.12.2015 17:00;77.255,00;28.316,00;2.137,00;26.101,50;77,50;48.939,00
05.12.2015 17:00;05.12.2015 18:00;80.324,00;28.462,50;2.101,00;26.353,50;8,00;51.861,50
05.12.2015 18:00;05.12.2015 19:00;80.530,00;28.577,25;2.045,00;26.524,25;8,00;51.952,75
05.12.2015 19:00;05.12.2015 20:00;79.081,00;28.666,25;2.006,50;26.659,75;0,00;50.414,75
05.12.2015 20:00;05.12.2015 21:00;75.166,00;28.701,75;2.001,50;26.700,25;0,00;46.464,25
05.12.2015 21:00;05.12.2015 22:00;71.834,00;28.746,75;1.988,50;26.758,25;0,00;43.087,25
05.12.2015 22:00;05.12.2015 23:00;70.763,00;28.909,00;1.966,75;26.942,25;0,00;41.854,00
05.12.2015 23:00;06.12.2015 00:00;67.915,00;29.130,00;1.922,25;27.207,75;0,00;38.785,00
06.12.2015 00:00;06.12.2015 01:00;66.081,00;29.345,00;1.952,75;27.392,25;0,00;36.736,00
06.12.2015 01:00;06.12.2015 02:00;64.781,00;28.734,50;2.009,50;26.725,00;0,00;36.046,50
06.12.2015 02:00;06.12.2015 03:00;64.036,00;28.920,75;2.038,50;26.882,25;0,00;35.115,25
06.12.2015 03:00;06.12.2015 04:00;63.965,00;29.209,75;2.060,00;27.149,75;0,00;34.755,25
06.12.2015 04:00;06.12.2015 05:00;64.082,00;29.309,00;2.030,00;27.279,00;0,00;34.773,00
06.12.2015 05:00;06.12.2015 06:00;64.270,00;29.345,50;2.040,75;27.304,75;0,00;34.924,50
06.12.2015 06:00;06.12.2015 07:00;65.400,00;29.275,25;2.071,00;27.204,25;0,00;36.124,75
06.12.2015 07:00;06.12.2015 08:00;67.380,00;29.493,25;2.086,00;27.386,50;20,75;37.886,75
06.12.2015 08:00;06.12.2015 09:00;70.191,00;30.425,75;2.103,75;27.621,75;700,25;39.765,25
06.12.2015 09:00;06.12.2015 10:00;74.652,00;33.072,00;2.107,00;27.704,00;3.261,00;41.580,00
06.12.2015 10:00;06.12.2015 11:00;79.315,00;35.714,25;2.103,25;27.696,25;5.914,75;43.600,75
06.12.2015 11:00;06.12.2015 12:00;81.913,00;36.952,25;2.124,00;27.385,25;7.443,00;44.960,75
06.12.2015 12:00;06.12.2015 13:00;81.899,00;36.676,00;2.142,00;26.987,75;7.546,25;45.223,00
06.12.2015 13:00;06.12.2015 14:00;78.756,00;35.233,00;2.164,00;26.821,25;6.247,75;43.523,00
06.12.2015 14:00;06.12.2015 15:00;75.370,00;32.851,00;2.208,25;26.732,75;3.910,00;42.519,00
06.12.2015 15:00;06.12.2015 16:00;71.813,00;30.003,25;2.248,00;26.425,25;1.330,00;41.809,75
06.12.2015 16:00;06.12.2015 17:00;72.271,00;27.950,75;2.059,00;25.792,25;99,50;44.320,25
06.12.2015 17:00;06.12.2015 18:00;74.203,00;27.071,00;2.115,25;24.947,75;8,00;47.132,00
06.12.2015 18:00;06.12.2015 19:00;74.367,00;25.852,00;2.086,25;23.757,75;8,00;48.515,00
06.12.2015 19:00;06.12.2015 20:00;72.966,00;24.284,25;2.105,25;22.179,00;0,00;48.681,75
06.12.2015 20:00;06.12.2015 21:00;71.393,00;22.213,75;1.959,75;20.254,00;0,00;49.179,25
06.12.2015 21:00;06.12.2015 22:00;68.566,00;20.100,25;1.801,25;18.299,00;0,00;48.465,75
06.12.2015 22:00;06.12.2015 23:00;68.188,00;18.072,75;1.655,00;16.417,75;0,00;50.115,25
06.12.2015 23:00;07.12.2015 00:00;64.468,00;15.993,50;1.381,25;14.612,25;0,00;48.474,50
07.12.2015 00:00;07.12.2015 01:00;61.109,00;15.435,00;1.366,50;14.068,50;0,00;45.674,00
07.12.2015 01:00;07.12.2015 02:00;58.045,00;13.569,75;1.209,75;12.360,00;0,00;44.475,25
07.12.2015 02:00;07.12.2015 03:00;56.167,00;11.496,50;1.008,50;10.488,00;0,00;44.670,50
07.12.2015 03:00;07.12.2015 04:00;55.853,00;9.515,50;810,25;8.705,25;0,00;46.337,50
07.12.2015 04:00;07.12.2015 05:00;58.074,00;7.866,25;636,50;7.229,75;0,00;50.207,75
07.12.2015 05:00;07.12.2015 06:00;62.465,00;6.473,75;415,75;6.058,00;0,00;55.991,25
07.12.2015 06:00;07.12.2015 07:00;70.298,00;5.442,50;345,75;5.096,75;0,00;64.855,50
07.12.2015 07:00;07.12.2015 08:00;78.274,00;4.651,75;300,00;4.336,75;15,00;73.622,25
07.12.2015 08:00;07.12.2015 09:00;81.758,00;4.564,00;273,00;3.855,00;436,00;77.194,00
07.12.2015 09:00;07.12.2015 10:00;83.910,00;5.854,00;266,00;3.510,75;2.077,25;78.056,00
07.12.2015 10:00;07.12.2015 11:00;85.154,00;7.552,50;304,00;3.131,50;4.117,00;77.601,50
07.12.2015 11:00;07.12.2015 12:00;86.168,00;8.808,75;377,75;2.709,75;5.721,25;77.359,25
07.12.2015 12:00;07.12.2015 13:00;85.775,00;9.187,00;473,25;2.386,25;6.327,50;76.588,00
07.12.2015 13:00;07.12.2015 14:00;84.434,00;8.526,00;550,50;2.271,00;5.704,50;75.908,00
07.12.2015 14:00;07.12.2015 15:00;81.180,00;6.821,75;628,50;2.295,75;3.897,50;74.358,25
07.12.2015 15:00;07.12.2015 16:00;79.493,00;4.655,75;701,50;2.450,00;1.504,25;74.837,25
07.12.2015 16:00;07.12.2015 17:00;80.134,00;3.698,50;787,00;2.793,25;118,25;76.435,50
07.12.2015 17:00;07.12.2015 18:00;82.681,00;4.072,00;819,25;3.244,75;8,00;78.609,00
07.12.2015 18:00;07.12.2015 19:00;83.216,00;4.662,50;923,50;3.731,00;8,00;78.553,50
07.12.2015 19:00;07.12.2015 20:00;82.388,00;5.253,25;1.005,75;4.247,50;0,00;77.134,75
07.12.2015 20:00;07.12.2015 21:00;78.523,00;5.840,50;1.068,00;4.772,50;0,00;72.682,50
